county,ward,office,district,total votes,party,candidate,votes
Winnebago,Village Of Winneconne Wards 1 - 4,State Superintendent Of Public Instruction,,65,Non-Partisan,Todd Price,2
Winnebago,City Of Appleton Ward 38,State Superintendent Of Public Instruction,,70,Non-Partisan,Todd Price,11
Winnebago,City Of Appleton Ward 39,State Superintendent Of Public Instruction,,4,Non-Partisan,Todd Price,1
Winnebago,City Of Appleton Ward 49,State Superintendent Of Public Instruction,,0,Non-Partisan,Todd Price,0
Winnebago,City Of Menasha Wards 1 & 2,State Superintendent Of Public Instruction,,102,Non-Partisan,Todd Price,15
Winnebago,"City Of Menasha Wards 3, 4, 7, 12 & 13",State Superintendent Of Public Instruction,,105,Non-Partisan,Todd Price,8
Winnebago,"City Of Menasha Wards 5, 6 & 22",State Superintendent Of Public Instruction,,86,Non-Partisan,Todd Price,10
Winnebago,"City Of Menasha Wards 8 - 10, 14 & 18",State Superintendent Of Public Instruction,,60,Non-Partisan,Todd Price,4
Winnebago,City Of Neenah Wards 1 - 4,State Superintendent Of Public Instruction,,113,Non-Partisan,Todd Price,14
Winnebago,City Of Neenah Wards 5 - 8,State Superintendent Of Public Instruction,,93,Non-Partisan,Todd Price,4
Winnebago,City Of Neenah Wards 9 - 12 & 30,State Superintendent Of Public Instruction,,191,Non-Partisan,Todd Price,14
Winnebago,"City Of Neenah Wards 13 - 16, 27, 28, 33 & 35",State Superintendent Of Public Instruction,,137,Non-Partisan,Todd Price,11
Winnebago,"City Of Neenah Wards 17 - 20, 29 & 32",State Superintendent Of Public Instruction,,93,Non-Partisan,Todd Price,15
Winnebago,"City Of Neenah Wards 21 - 26, 31 & 34",State Superintendent Of Public Instruction,,158,Non-Partisan,Todd Price,14
Winnebago,City Of Omro Wards 1 - 7,State Superintendent Of Public Instruction,,104,Non-Partisan,Todd Price,8
Winnebago,City Of Oshkosh Ward 1,State Superintendent Of Public Instruction,,142,Non-Partisan,Todd Price,23
Winnebago,City Of Oshkosh Ward 2,State Superintendent Of Public Instruction,,103,Non-Partisan,Todd Price,16
Winnebago,City Of Oshkosh Ward 3,State Superintendent Of Public Instruction,,80,Non-Partisan,Todd Price,9
Winnebago,City Of Oshkosh Ward 4,State Superintendent Of Public Instruction,,36,Non-Partisan,Todd Price,6
Winnebago,City Of Oshkosh Ward 5,State Superintendent Of Public Instruction,,9,Non-Partisan,Todd Price,0
Winnebago,City Of Oshkosh Ward 6,State Superintendent Of Public Instruction,,10,Non-Partisan,Todd Price,1
Winnebago,City Of Oshkosh Ward 7,State Superintendent Of Public Instruction,,111,Non-Partisan,Todd Price,9
Winnebago,City Of Oshkosh Ward 8,State Superintendent Of Public Instruction,,226,Non-Partisan,Todd Price,19
Winnebago,City Of Oshkosh Ward 9,State Superintendent Of Public Instruction,,86,Non-Partisan,Todd Price,10
Winnebago,City Of Oshkosh Ward 10,State Superintendent Of Public Instruction,,122,Non-Partisan,Todd Price,20
Winnebago,City Of Oshkosh Ward 11,State Superintendent Of Public Instruction,,100,Non-Partisan,Todd Price,10
Winnebago,City Of Oshkosh Ward 12,State Superintendent Of Public Instruction,,51,Non-Partisan,Todd Price,10
Winnebago,City Of Oshkosh Ward 13,State Superintendent Of Public Instruction,,14,Non-Partisan,Todd Price,2
Winnebago,City Of Oshkosh Ward 14,State Superintendent Of Public Instruction,,19,Non-Partisan,Todd Price,2
Winnebago,City Of Oshkosh Ward 15,State Superintendent Of Public Instruction,,50,Non-Partisan,Todd Price,8
Winnebago,City Of Oshkosh Ward 16,State Superintendent Of Public Instruction,,42,Non-Partisan,Todd Price,5
Winnebago,City Of Oshkosh Ward 17,State Superintendent Of Public Instruction,,159,Non-Partisan,Todd Price,18
Winnebago,City Of Oshkosh Ward 18,State Superintendent Of Public Instruction,,80,Non-Partisan,Todd Price,9
Winnebago,City Of Oshkosh Ward 19,State Superintendent Of Public Instruction,,103,Non-Partisan,Todd Price,15
Winnebago,City Of Oshkosh Ward 20,State Superintendent Of Public Instruction,,76,Non-Partisan,Todd Price,12
Winnebago,City Of Oshkosh Ward 21,State Superintendent Of Public Instruction,,46,Non-Partisan,Todd Price,5
Winnebago,City Of Oshkosh Ward 22,State Superintendent Of Public Instruction,,82,Non-Partisan,Todd Price,8
Winnebago,City Of Oshkosh Ward 23,State Superintendent Of Public Instruction,,112,Non-Partisan,Todd Price,8
Winnebago,City Of Oshkosh Ward 24,State Superintendent Of Public Instruction,,140,Non-Partisan,Todd Price,15
Winnebago,City Of Oshkosh Ward 25,State Superintendent Of Public Instruction,,34,Non-Partisan,Todd Price,3
Winnebago,City Of Oshkosh Ward 26,State Superintendent Of Public Instruction,,188,Non-Partisan,Todd Price,25
Winnebago,City Of Oshkosh Ward 27,State Superintendent Of Public Instruction,,132,Non-Partisan,Todd Price,16
Winnebago,City Of Oshkosh Ward 28,State Superintendent Of Public Instruction,,152,Non-Partisan,Todd Price,7
Winnebago,City Of Oshkosh Ward 29,State Superintendent Of Public Instruction,,150,Non-Partisan,Todd Price,12
Winnebago,City Of Oshkosh Ward 30,State Superintendent Of Public Instruction,,63,Non-Partisan,Todd Price,9
Winnebago,City Of Oshkosh Ward 31,State Superintendent Of Public Instruction,,145,Non-Partisan,Todd Price,19
Winnebago,City Of Oshkosh Ward 32,State Superintendent Of Public Instruction,,175,Non-Partisan,Todd Price,17
Winnebago,City Of Oshkosh Ward 33,State Superintendent Of Public Instruction,,128,Non-Partisan,Todd Price,12
Winnebago,City Of Oshkosh Ward 34,State Superintendent Of Public Instruction,,0,Non-Partisan,Todd Price,0
Winnebago,City Of Oshkosh Ward 35,State Superintendent Of Public Instruction,,23,Non-Partisan,Todd Price,5
Winnebago,City Of Oshkosh Ward 36,State Superintendent Of Public Instruction,,0,Non-Partisan,Todd Price,0
Winnebago,City Of Oshkosh Ward 37,State Superintendent Of Public Instruction,,0,Non-Partisan,Todd Price,0
Winnebago,City Of Oshkosh Ward 38,State Superintendent Of Public Instruction,,0,Non-Partisan,Todd Price,0
Winnebago,City Of Oshkosh Ward 39,State Superintendent Of Public Instruction,,0,Non-Partisan,Todd Price,0
Winnebago,City Of Oshkosh Ward 40,State Superintendent Of Public Instruction,,0,Non-Partisan,Todd Price,0
Wood,Town Of Arpin Wards 1 - 3,State Superintendent Of Public Instruction,,30,Non-Partisan,Todd Price,3
Wood,Town Of Auburndale,State Superintendent Of Public Instruction,,33,Non-Partisan,Todd Price,9
Wood,Town Of Cameron,State Superintendent Of Public Instruction,,50,Non-Partisan,Todd Price,10
Wood,Town Of Cary,State Superintendent Of Public Instruction,,33,Non-Partisan,Todd Price,6
